"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region"
"0","yes","no","yes","16years","white","no","4","2","0","50","other"
"10","no","no","no","12years","white","yes","15","1","1","6","other"
"40","no","yes","no","13-15years","white","no","35","0","0","9","other"
"0","no","no","no","9-11years","white","yes","8.5","0","0","12","other"
"40","no","yes","no","13-15years","white","yes","3","2","0","20","other"
"0","no","no","no","9-11years","white","no","19.5","0","2","0","other"
"40","no","yes","yes","16years","white","no","13","0","0","40","other"
"0","no","no","no","13-15years","white","yes","4","0","0","15.6","other"
"40","no","yes","no","12years","white","no","12","1","1","22","other"
"40","no","yes","no","12years","white","yes","14","1","0","0","other"
"0","no","no","no","<9years","white","yes","35","0","0","0","other"
"40","yes","no","yes","<9years","black","yes","34","0","0","29","other"
"0","yes","no","yes","12years","white","yes","41","0","0","18.2","other"
"40","yes","no","yes","13-15years","white","yes","7","0","0","50","other"
"25","yes","no","yes","12years","white","yes","29","0","0","26.624","other"
"35","yes","yes","yes","9-11years","white","yes","36.5","0","0","22","other"
"0","no","no","no","12years","white","yes","17","0","3","13","other"
"40","yes","no","yes","<9years","white","no","35","0","2","22.5","other"
"35","yes","no","yes","16years","white","no","18","0","0","30","other"
"40","no","no","no","9-11years","white","yes","38.5","0","0","13.2","other"
"0","no","no","no","12years","white","yes","21","2","2","0","other"
"42","yes","yes","yes","16years","white","no","9","0","0","33","other"
"0","yes","no","yes","12years","white","no","28","0","2","51","other"
"0","yes","no","yes","12years","white","no","26","2","1","70","other"
"40","yes","no","yes","9-11years","white","yes","3.5","0","0","35","other"
"0","yes","no","yes","12years","white","no","15","3","1","62.5","other"
"40","yes","yes","yes","13-15years","white","no","36","0","0","44","other"
"25","no","yes","no","13-15years","white","no","12","1","2","48","other"
"0","yes","no","yes","12years","white","no","37","0","0","40","other"
"0","yes","no","yes","12years","white","no","46","0","0","55","other"
"3","no","yes","no","16years","white","no","27","0","0","99.999","other"
"40","yes","yes","yes","16years","white","no","14","0","1","52","other"
"0","yes","no","yes","12years","white","no","43","0","0","70","other"
"8","yes","no","yes","13-15years","white","no","15","3","0","25","other"
"40","yes","yes","yes",">16years","white","no","24","0","0","50","other"
"55","yes","yes","yes","16years","white","no","25","0","2","40","other"
"40","yes","no","yes","16years","black","no","42","0","0","37","other"
"40","no","yes","no","12years","black","no","27","0","0","26","other"
"45","yes","no","yes",">16years","black","no","27","0","0","29","other"
"40","yes","no","yes","13-15years","black","no","24","0","1","40","other"
"0","yes","no","yes","16years","white","no","13","3","1","46","other"
"12","yes","no","yes","13-15years","white","no","16","0","2","99.999","other"
"40","yes","no","yes","16years","white","no","7","0","0","63","other"
"40","yes","no","yes","12years","white","yes","10","2","0","30","other"
"35","yes","no","yes","12years","black","no","32","0","0","40","other"
"0","yes","no","yes","12years","white","no","21","2","1","19","other"
"0","no","no","no","16years","white","no","9","2","0","9","other"
"30","no","yes","yes","16years","white","no","19","0","2","52","other"
"0","yes","no","yes","12years","white","yes","17","0","3","32","other"
"0","yes","no","yes","12years","white","no","45","0","0","68","other"
"0","yes","no","yes","12years","white","no","23","0","2","38","other"
"40","no","yes","no","12years","black","no","8","0","0","4","other"
"40","yes","no","yes","13-15years","black","no","27","0","0","68.7","other"
"40","yes","no","yes","12years","black","no","29","0","0","0","other"
"40","no","no","no","12years","black","no","26","0","1","0","other"
"32","yes","no","yes","13-15years","white","no","23","0","1","35","other"
"12","yes","no","yes","12years","white","no","29","0","0","45","other"
"40","yes","yes","yes","9-11years","white","no","30.5","0","1","65","other"
"30","yes","no","yes","<9years","white","no","20","0","2","10","other"
"0","no","no","no","12years","white","no","41","0","0","16.8","other"
"35","yes","no","yes","12years","white","no","15","1","2","43","other"
"50","no","yes","yes","16years","white","no","25","0","0","13.7","other"
"40","no","no","no","12years","white","no","30","0","1","0","other"
"40","yes","yes","yes","12years","white","no","33","0","0","22","other"
"40","no","yes","no","12years","white","no","32","0","0","23.8","other"
"60","no","yes","no","12years","white","no","29","0","0","20","other"
"3","no","no","no","9-11years","white","no","38.5","0","1","0","other"
"15","yes","no","yes","12years","white","no","29","0","1","50","other"
"40","yes","no","yes","13-15years","white","no","25","0","1","47","other"
"40","no","yes","no","13-15years","white","no","25","0","1","0","other"
"30","yes","no","yes","16years","white","no","7","1","0","29.99","other"
"20","yes","no","yes","12years","white","no","14","0","2","26","other"
"32","yes","no","yes","13-15years","white","no","3","1","0","11.648","other"
"40","yes","no","yes","12years","white","no","21","0","2","25","other"
"20","yes","no","yes","13-15years","white","no","15","0","2","45","other"
"40","yes","no","yes","12years","white","no","6","1","0","20","other"
"40","no","yes","yes","12years","white","no","25","0","2","0","other"
"40","no","yes","no","13-15years","white","no","34","0","0","0","other"
"28","no","yes","no","16years","white","no","9","3","0","20","other"
"43","yes","yes","yes","12years","white","no","33","0","0","30","other"
"10","yes","no","yes","13-15years","white","no","20","0","3","99.999","other"
"60","yes","no","yes","16years","white","no","30","0","0","99.999","other"
"4","yes","no","yes","16years","white","no","32","0","0","99.999","other"
"28","no","yes","no","16years","white","no","15","1","1","35","other"
"43","yes","no","yes","13-15years","white","no","30","0","0","15","other"
"0","no","no","no","12years","white","no","32","0","0","0","other"
"20","no","no","yes","16years","white","no","6","0","0","11.746","other"
"42","yes","no","yes","12years","white","no","18","1","1","65","other"
"35","yes","yes","yes","12years","white","no","33","0","4","30","other"
"20","yes","no","yes","12years","white","no","26","0","2","30","other"
"0","yes","no","yes","12years","white","no","21","1","2","83","other"
"0","yes","no","yes","13-15years","white","no","22","2","1","42","other"
"0","no","no","no","12years","white","yes","38","0","0","0","other"
"40","no","yes","no","12years","white","no","12","1","0","25","other"
"25","yes","yes","yes","13-15years","white","no","19","0","1","66","other"
"40","yes","no","yes","13-15years","white","no","2","0","0","27","other"
"30","yes","no","yes","12years","white","no","18","0","1","44","other"
"40","yes","no","yes","12years","white","no","24","0","0","33","other"
"55","no","yes","yes",">16years","white","no","15","0","0","174.999","other"
"65","no","yes","no",">16years","white","no","32","0","0","99.999","other"
"0","yes","no","yes","16years","white","no","20","0","2","90","other"
"40","yes","yes","yes","16years","white","no","8","0","0","47","other"
"0","yes","no","yes","13-15years","white","no","23","0","0","90","other"
"20","no","yes","no",">16years","white","no","14","2","0","90","other"
"0","no","no","no","<9years","white","no","33","0","1","0","other"
"25","no","no","no","12years","white","yes","10","0","0","12","other"
"3","no","no","no","12years","white","yes","22","0","2","3","other"
"30","yes","no","yes","12years","white","no","25","0","3","45.82","other"
"20","yes","no","yes","12years","white","no","29","0","1","43.677","other"
"0","yes","no","yes","13-15years","white","no","10","2","0","50","other"
"40","no","yes","no","16years","white","no","13","0","0","30","other"
"40","no","yes","no","12years","white","no","4","1","0","6","other"
"12","no","no","no","13-15years","white","no","4","0","0","12","other"
"0","no","no","no","12years","white","no","3","0","0","14","other"
"40","yes","yes","yes","13-15years","white","no","32","0","0","38","other"
"24","yes","yes","yes","13-15years","white","no","28","0","0","24.5","other"
"25","yes","no","yes","13-15years","white","no","19","1","1","32.5","other"
"40","yes","yes","yes","16years","white","no","19","1","1","28.2","other"
"12","yes","no","yes",">16years","white","no","7","1","0","50","other"
"60","no","yes","yes",">16years","white","no","12","0","0","78","other"
"40","no","yes","yes",">16years","white","no","12","0","0","43","other"
"24","yes","no","yes","13-15years","white","no","28","0","0","40","other"
"36","yes","yes","yes","16years","white","no","2","0","0","48","other"
"0","yes","no","yes","13-15years","white","no","22","0","5","0","other"
"40","yes","no","yes","13-15years","white","no","19","0","2","90","other"
"5","no","no","no","13-15years","white","no","33","0","0","15","other"
"0","yes","no","yes","16years","white","no","11","2","0","0","other"
"40","yes","no","yes","12years","black","no","27","0","1","45","other"
"25","yes","no","yes","12years","white","no","19","0","3","48","other"
"40","no","yes","no","16years","white","no","21","0","1","28.6","other"
"20","yes","no","yes","13-15years","white","no","5","2","0","48","other"
"0","yes","no","yes","12years","white","no","37","0","0","16","other"
"0","no","no","no","9-11years","white","no","37.5","0","0","21","other"
"35","yes","no","yes",">16years","black","no","11","1","1","34","other"
"0","no","no","no","12years","white","no","22","0","2","0","other"
"50","no","yes","no",">16years","white","no","6","0","0","77","other"
"35","no","yes","yes","16years","white","no","22","0","2","33","other"
"30","no","yes","yes","13-15years","white","no","16","0","3","45","other"
"30","no","yes","yes","<9years","white","no","41","0","1","22","other"
"15","yes","no","yes","12years","white","no","45","0","0","0.21","other"
"40","yes","yes","yes","13-15years","white","no","10","0","0","50","other"
"40","no","no","no","16years","white","no","14","1","1","0","other"
"40","no","yes","yes","12years","white","no","33","0","0","40","other"
"40","no","no","no",">16years","white","yes","22","0","0","99.999","other"
"35","yes","no","yes","16years","white","no","10","0","2","58","other"
"30","yes","yes","yes","16years","white","no","24","0","2","85","other"
"35","no","yes","yes","12years","white","yes","28","0","0","60","other"
"35","yes","yes","yes","12years","white","no","22","0","2","40","other"
"40","no","yes","yes","16years","white","no","16","0","0","80","other"
"15","yes","no","yes","13-15years","white","no","7","1","0","30.15","other"
"24","no","yes","no",">16years","white","no","18","2","0","38","other"
"31","no","yes","yes","16years","white","no","19","3","0","12","other"
"0","yes","no","yes","16years","white","no","20","1","2","55","other"
"40","no","yes","no","16years","white","no","19","0","4","7.8","other"
"40","no","yes","no","12years","white","no","41","0","0","5","other"
"0","yes","no","yes","12years","white","no","29","0","2","19.5","other"
"35","no","no","no","13-15years","white","no","20","0","2","2","other"
"36","no","yes","yes","16years","white","no","21","0","0","35","other"
"40","no","yes","no","12years","white","no","20","1","2","23.288","other"
"45","no","yes","no","12years","white","no","15","2","0","36","other"
"40","no","yes","no","13-15years","white","no","27","0","2","40.775","other"
"0","no","no","no","<9years","white","no","46","0","0","0","other"
